# Expression Atlas
# Query: Genes matching: 'default query', specifically expressed above the expression level cutoff: 0 TPM in experiment E-MTAB-3719
# Selected columns: 6 (all)
# Timestamp: Fri, 24-Aug-2018 23:20:29
Gene ID	Gene Name	brain	cerebellum	heart	kidney	liver	testis
ENSMODG00000005331	OPCML	97.0	4.0			0.6	2.0
ENSMODG00000005334	WARS2	7.0	7.0	4.0	7.0	5.0	4.0
ENSMODG00000005335	ENSMODG00000005335	0.1	0.3	2.0	2.0	0.3	3.0
ENSMODG00000005337	PSMD14	49.0	54.0	25.0	29.0	16.0	14.0
ENSMODG00000005339	THOC3	17.0	15.0	11.0	10.0	11.0	50.0
ENSMODG00000005341	APEX2	6.0	13.0	5.0	7.0	3.0	4.0
ENSMODG00000005342	ENSMODG00000005342	98.0	45.0	0.5	3.0	0.1	10.0
ENSMODG00000005343	OXR1	66.0	28.0	5.0	12.0	6.0	44.0
ENSMODG00000005344	SPATA19	0.4	0.3		0.2		428.0
ENSMODG00000005345	ENSMODG00000005345		0.5				7.0
ENSMODG00000005346	NIT1	20.0	24.0	20.0	57.0	24.0	18.0
ENSMODG00000005347	OXA1L	13.0	28.0	33.0	54.0	27.0	11.0
ENSMODG00000005348	ENSMODG00000005348	0.2	0.3				21.0
ENSMODG00000005349	VPS16	40.0	50.0	13.0	31.0	13.0	17.0
ENSMODG00000005350	ENSMODG00000005350	52.0	7.0	42.0	0.9	13.0	31.0
ENSMODG00000005351	CPLX2	1396.0	405.0	0.9	0.4		3.0
ENSMODG00000005353	TBR1	62.0	0.1				0.1
ENSMODG00000005355	CRELD1	149.0	223.0	37.0	105.0	33.0	34.0
ENSMODG00000005356	STK11	40.0	55.0	32.0	47.0	26.0	180.0
ENSMODG00000005358	SLC25A11	213.0	249.0	497.0	177.0	69.0	23.0
ENSMODG00000005359	ZFPM2	25.0	76.0	16.0	2.0	2.0	3.0
ENSMODG00000005360	PFDN2	7.0	6.0	4.0	2.0	2.0	13.0
ENSMODG00000005361	ENSMODG00000005361	3.0	2.0	5.0	12.0	14.0	3.0
ENSMODG00000005362	ENSMODG00000005362	0.2	0.7	0.3	0.2		3.0
ENSMODG00000005363	GRIN2A	28.0	17.0				
ENSMODG00000005364	IGSF9B	5.0	11.0	6.0	0.1		2.0
ENSMODG00000005365	ENSMODG00000005365	14.0	18.0	17.0	3.0	0.8	2.0
ENSMODG00000005367	KLHDC9	0.7	1.0	0.2	0.5	0.2	0.5
ENSMODG00000005370	ENSMODG00000005370	17.0	19.0	3.0	3.0	1.0	6.0
ENSMODG00000005371	EMC3	101.0	106.0	35.0	54.0	22.0	65.0
ENSMODG00000005373	HRH2	30.0	0.2	5.0	23.0	0.6	1.0
ENSMODG00000005374	ENSMODG00000005374	0.1		1.0	1.0	12.0	0.4
ENSMODG00000005375	ENSMODG00000005375	1.0	1.0	0.9	6.0	0.4	9.0
ENSMODG00000005376	AHSA1	416.0	254.0	221.0	134.0	100.0	138.0
ENSMODG00000005378	C16orf72	169.0	138.0	178.0	148.0	106.0	317.0
ENSMODG00000005379	ENSMODG00000005379	3.0	8.0	0.6	0.6	0.1	249.0
ENSMODG00000005382	SBNO2	7.0	13.0	4.0	9.0	7.0	9.0
ENSMODG00000005384	JAM3	8.0	5.0	5.0	8.0	1.0	13.0
ENSMODG00000005385	ENSMODG00000005385		0.2	0.1	48.0	18.0	50.0
ENSMODG00000005386	NECTIN4	0.2	0.2		1.0	0.1	2.0
ENSMODG00000005387	ENSMODG00000005387	0.2	0.3	2.0	1.0	0.9	4.0
ENSMODG00000005388	SLC4A10	102.0	55.0		0.1		1.0
ENSMODG00000005391	NCAPG2	10.0	5.0	0.2	0.2	0.2	11.0
ENSMODG00000005392	SNRPB2	24.0	7.0	9.0	6.0	5.0	29.0
ENSMODG00000005393	SLC12A4	49.0	44.0	131.0	104.0	26.0	23.0
ENSMODG00000005395	CHRNE	0.2	1.0	0.1	0.3	0.1	2.0
ENSMODG00000005396	MLC1	104.0	168.0				20.0
ENSMODG00000005397	ENSMODG00000005397						1.0
ENSMODG00000005398	OTOR	6.0	6.0		0.4		6.0
ENSMODG00000005399	VIPAS39	37.0	40.0	8.0	20.0	11.0	36.0
ENSMODG00000005400	PTPRA	113.0	131.0	32.0	46.0	22.0	57.0
ENSMODG00000005401	VN2R599	0.6	0.2	0.1	0.1	0.1	0.2
ENSMODG00000005402	ENSMODG00000005402	3.0	2.0	0.2			3.0
ENSMODG00000005403	NCAPD3	6.0	3.0	5.0	4.0	2.0	8.0
ENSMODG00000005404	PCSK2	147.0	149.0	0.1		0.5	
ENSMODG00000005405	LCAT	8.0	4.0	33.0	29.0	355.0	3.0
ENSMODG00000005406	NOXRED1	0.7			0.1		12.0
ENSMODG00000005407	ENSMODG00000005407						0.1
ENSMODG00000005408	LRP12	16.0	14.0	2.0	5.0	4.0	19.0
ENSMODG00000005409	MRPS26	67.0	74.0	96.0	80.0	58.0	50.0
ENSMODG00000005411	ARHGAP30	1.0	0.8	0.7	1.0	5.0	2.0
ENSMODG00000005413	BFSP1	1.0	0.7				0.7
ENSMODG00000005415	ENSMODG00000005415	1.0	0.5	0.1	0.5	0.1	66.0
ENSMODG00000005416	ENSMODG00000005416	1.0	2.0				0.2
ENSMODG00000005417	VPS26B	122.0	98.0	30.0	40.0	26.0	48.0
ENSMODG00000005418	TMED8	13.0	12.0	5.0	23.0	2.0	16.0
ENSMODG00000005419	MOV10L1						8.0
ENSMODG00000005421	ENSMODG00000005421	10.0	8.0	23.0	37.0	128.0	6.0
ENSMODG00000005422	PHGDH	83.0	102.0	2.0	117.0	3.0	67.0
ENSMODG00000005424	THYN1	23.0	21.0	6.0	20.0	13.0	10.0
ENSMODG00000005427	GSTZ1	53.0	33.0	106.0	811.0	690.0	27.0
ENSMODG00000005428	DSTN	442.0	226.0	147.0	397.0	166.0	94.0
ENSMODG00000005432	DPP4	0.6	0.2		92.0	10.0	16.0
ENSMODG00000005433	ENSMODG00000005433	0.1	0.3				
ENSMODG00000005434	DPYS	0.1	0.1		149.0	123.0	0.2
ENSMODG00000005435	ESYT2	31.0	22.0	18.0	19.0	17.0	7.0
ENSMODG00000005437	ENSMODG00000005437	0.1					13.0
ENSMODG00000005438	SERPINB11						0.1
ENSMODG00000005439	ENSMODG00000005439	0.1	0.1	0.2	57.0	186.0	
ENSMODG00000005440	FANCD2	0.6	2.0	0.3	2.0	0.4	4.0
ENSMODG00000005441	ENSMODG00000005441					0.2	14.0
ENSMODG00000005442	CTRL	0.7	0.7	0.8	0.9	0.3	0.6
ENSMODG00000005443	USF1	95.0	154.0	47.0	62.0	30.0	65.0
ENSMODG00000005444	ENSMODG00000005444	33.0	28.0	15.0	131.0	174.0	19.0
ENSMODG00000005445	BANF2				0.6		680.0
ENSMODG00000005447	DCSTAMP				0.5		
ENSMODG00000005448	BRK1	394.0	453.0	116.0	190.0	77.0	171.0
ENSMODG00000005449	PSKH1	7.0	14.0	11.0	15.0	7.0	12.0
ENSMODG00000005451	SERPINB7	0.3	0.1		0.1		2.0
ENSMODG00000005452	TSTD1	392.0	217.0	2.0	30.0	3.0	6.0
ENSMODG00000005454	UBOX5	28.0	34.0	16.0	31.0	9.0	51.0
ENSMODG00000005456	SERPINB2	3.0	0.4	0.2			0.4
ENSMODG00000005457	ENSMODG00000005457						0.1
ENSMODG00000005458	WDR60	8.0	4.0	3.0	4.0	1.0	93.0
ENSMODG00000005459	ENSMODG00000005459	0.2	0.1		0.1	150.0	
ENSMODG00000005460	SERPINB10	0.7	0.1	7.0	0.1	0.2	0.6
ENSMODG00000005461	LZTS3	360.0	190.0	72.0	181.0	4.0	24.0
ENSMODG00000005462	POMT2	13.0	11.0	3.0	10.0	4.0	5.0
ENSMODG00000005463	DNMT1	20.0	25.0	9.0	34.0	13.0	65.0
ENSMODG00000005464	ACAD8	13.0	16.0	126.0	81.0	24.0	6.0
ENSMODG00000005465	F11R	4.0	4.0	6.0	23.0	41.0	6.0
ENSMODG00000005468	ENSMODG00000005468	7.0	4.0	8.0	16.0	2.0	5.0
ENSMODG00000005470	DDRGK1	54.0	42.0	23.0	45.0	23.0	33.0
ENSMODG00000005472	VIPR2	12.0	0.1	2.0	0.2	6.0	0.1
ENSMODG00000005473	MINK1	120.0	136.0	16.0	67.0	21.0	71.0
ENSMODG00000005474	ITPA	34.0	27.0	14.0	30.0	12.0	46.0
ENSMODG00000005475	NGB	14.0	95.0	3.0	4.0	0.4	0.7
ENSMODG00000005476	MRPL4	85.0	144.0	90.0	115.0	78.0	23.0
ENSMODG00000005477	PDCD2	8.0	8.0	4.0	5.0	4.0	27.0
ENSMODG00000005479	ENSMODG00000005479	8.0	14.0	8.0	7.0	3.0	38.0
ENSMODG00000005480	IRAK2	12.0	30.0	1.0	14.0	3.0	8.0
ENSMODG00000005481	TNR	16.0	24.0		0.1		0.1
ENSMODG00000005482	ENSMODG00000005482	2.0	2.0	0.2	0.6	0.2	16.0
ENSMODG00000005484	TBP	28.0	37.0	11.0	14.0	8.0	298.0
ENSMODG00000005485	ENSMODG00000005485	0.3		0.8	0.2	0.9	0.2
ENSMODG00000005486	ENSMODG00000005486	520.0	964.0	1387.0	2649.0	1659.0	4026.0
ENSMODG00000005488	PANX2	58.0	36.0	2.0		0.2	2.0
ENSMODG00000005489	SNX5	44.0	35.0	7.0	38.0	26.0	23.0
ENSMODG00000005490	ENSMODG00000005490	0.6	0.9	0.2	0.2	0.6	0.6
ENSMODG00000005491	ENSMODG00000005491	0.7	0.3				0.9
ENSMODG00000005494	POLR2E	103.0	125.0	57.0	95.0	51.0	166.0
ENSMODG00000005495	MGME1	4.0	4.0	3.0	4.0	3.0	2.0
ENSMODG00000005496	ENSMODG00000005496	16.0	15.0	5.0	10.0	5.0	12.0
ENSMODG00000005497	TRABD	15.0	29.0	10.0	23.0	15.0	21.0
ENSMODG00000005498	RIMS2	21.0	19.0				2.0
ENSMODG00000005499	ENSMODG00000005499	7.0	5.0	2.0	1.0	0.6	3.0
ENSMODG00000005500	ENSMODG00000005500	9.0	8.0	2.0	2.0	2.0	2.0
ENSMODG00000005502	PTBP3	26.0	11.0	6.0	29.0	12.0	45.0
ENSMODG00000005503	PTRH1	4.0	5.0	0.9	3.0	1.0	6.0
ENSMODG00000005504	OVOL2	21.0	15.0		14.0	0.2	3.0
ENSMODG00000005505	SEC13	17.0	25.0	12.0	32.0	21.0	34.0
ENSMODG00000005508	ENSMODG00000005508	2.0	3.0	2.0	5.0	3.0	65.0
ENSMODG00000005509	ENSMODG00000005509						2.0
ENSMODG00000005510	EDC4	59.0	114.0	27.0	35.0	15.0	88.0
ENSMODG00000005511	TMEM63C	55.0	79.0	0.2	0.6		66.0
ENSMODG00000005512	SELENOO	54.0	117.0	62.0	135.0	150.0	257.0
ENSMODG00000005513	ZDHHC22	25.0	23.0	0.1			0.2
ENSMODG00000005516	ENSMODG00000005516		0.1		0.5	199.0	0.1
ENSMODG00000005517	ENSMODG00000005517	145.0	151.0	186.0	131.0	54.0	51.0
ENSMODG00000005518	TOR2A	18.0	26.0	4.0	45.0	29.0	33.0
ENSMODG00000005519	ENSMODG00000005519		4.0				81.0
ENSMODG00000005520	ENSMODG00000005520	24.0	26.0	13.0	19.0	6.0	36.0
ENSMODG00000005522	THAP11	34.0	49.0	25.0	21.0	11.0	18.0
ENSMODG00000005523	ENSMODG00000005523	41.0	42.0	27.0	29.0	4.0	118.0
ENSMODG00000005524	ARHGAP45	10.0	6.0	7.0	18.0	13.0	10.0
ENSMODG00000005525	SUSD1	0.5		0.1	0.1	0.3	2.0
ENSMODG00000005529	ARGLU1	128.0	89.0	43.0	55.0	29.0	200.0
ENSMODG00000005530	IRF2BPL	110.0	177.0	33.0	96.0	23.0	44.0
ENSMODG00000005532	TUBGCP6	33.0	59.0	22.0	20.0	8.0	20.0
ENSMODG00000005534	PLD2	18.0	18.0	5.0	12.0	4.0	13.0
ENSMODG00000005536	LRRC74A				0.4		55.0
ENSMODG00000005537	ATP2B2	263.0	482.0	0.7	8.0	3.0	3.0
ENSMODG00000005538	ENSMODG00000005538	0.6	5.0	3.0	0.7	0.5	0.1
ENSMODG00000005539	UGCG	36.0	25.0	2.0	5.0	6.0	12.0
ENSMODG00000005542	SH2D3C	18.0	20.0	47.0	21.0	8.0	1.0
ENSMODG00000005543	KAT14	22.0	14.0	11.0	16.0	9.0	10.0
ENSMODG00000005544	ENSMODG00000005544	0.1			0.5	0.3	
ENSMODG00000005545	ENSMODG00000005545	8.0	4.0	2.0	4.0	242.0	4.0
ENSMODG00000005546	ENSMODG00000005546	38.0	49.0	30.0	35.0	26.0	26.0
ENSMODG00000005547	ENSMODG00000005547		0.3		3.0		
ENSMODG00000005548	ANGEL1	18.0	24.0	9.0	7.0	3.0	48.0
ENSMODG00000005549	DCAF13	10.0	10.0	6.0	8.0	5.0	11.0
ENSMODG00000005550	FMR1	23.0	18.0	4.0	10.0	12.0	25.0
ENSMODG00000005552	CDK9	29.0	38.0	13.0	27.0	21.0	70.0
ENSMODG00000005554	ENSMODG00000005554	62.0	102.0	56.0	66.0	48.0	20.0
ENSMODG00000005555	TMEM175	33.0	48.0	8.0	18.0	5.0	36.0
ENSMODG00000005556	EFNB2	32.0	10.0	10.0	12.0	2.0	1.0
ENSMODG00000005558	ENSMODG00000005558	43.0	36.0	4.0	19.0	14.0	11.0
ENSMODG00000005559	HDAC10	15.0	22.0	7.0	15.0	11.0	6.0
ENSMODG00000005561	ENSMODG00000005561		0.2		32.0	9.0	0.2
ENSMODG00000005562	ENSMODG00000005562	2.0	0.4	0.3	0.4	0.2	8.0
ENSMODG00000005563	VMO1						0.6
ENSMODG00000005565	ENSMODG00000005565	9.0	3.0		59.0	0.1	30.0
ENSMODG00000005566	GCG	1.0					
ENSMODG00000005567	ENSMODG00000005567						0.2
ENSMODG00000005568	VASH1	22.0	21.0	10.0	10.0	4.0	2.0
ENSMODG00000005569	ENSMODG00000005569	6.0	5.0	2.0	4.0	3.0	5.0
ENSMODG00000005570	AFF2	3.0	1.0	0.1		0.1	25.0
ENSMODG00000005572	ZMYND11	69.0	52.0	33.0	37.0	19.0	29.0
ENSMODG00000005573	PSMB1	178.0	183.0	134.0	131.0	113.0	76.0
ENSMODG00000005575	TSNAXIP1	1.0	0.7	1.0	1.0	1.0	45.0
ENSMODG00000005578	ENSMODG00000005578	66.0	68.0	24.0	27.0	11.0	22.0
ENSMODG00000005579	RFWD2	14.0	9.0	4.0	6.0	3.0	5.0
ENSMODG00000005581	ENSMODG00000005581				25.0	35.0	
ENSMODG00000005583	ENSMODG00000005583	1.0				0.8	2.0
ENSMODG00000005584	ENSMODG00000005584	19.0	31.0	16.0	50.0	41.0	29.0
ENSMODG00000005586	ESRRB	0.1	4.0	4.0	2.0		1.0
ENSMODG00000005587	ABCA7	16.0	79.0	0.5	3.0	0.6	111.0
ENSMODG00000005588	FAP	0.9	0.2	1.0	2.0	1.0	0.1
ENSMODG00000005589	ENSMODG00000005589	28.0	19.0	4.0	13.0	7.0	23.0
ENSMODG00000005592	B3GAT1	222.0	141.0	4.0	16.0		0.2
ENSMODG00000005593	CTHRC1	1.0	0.9	0.6	0.9	0.4	5.0
ENSMODG00000005594	FPGS	23.0	19.0	57.0	75.0	32.0	10.0
ENSMODG00000005595	TM4SF5	5.0	2.0	2.0	0.4	381.0	7.0
ENSMODG00000005597	ENSMODG00000005597	25.0	32.0	8.0	15.0	14.0	16.0
ENSMODG00000005601	ENSMODG00000005601	6.0	5.0	0.9	5.0	2.0	5.0
ENSMODG00000005602	SLC6A11	39.0	22.0	0.2	4.0	35.0	0.7
ENSMODG00000005604	ENSMODG00000005604	0.3	0.1			0.1	
ENSMODG00000005605	TMEM185A	48.0	26.0	15.0	10.0	5.0	13.0
ENSMODG00000005606	DZANK1	8.0	6.0	0.3	0.9	0.2	48.0
ENSMODG00000005607	DLL1	8.0	10.0	5.0	9.0	18.0	0.3
ENSMODG00000005608	GPATCH2L	13.0	19.0	4.0	12.0	7.0	153.0
ENSMODG00000005609	ABHD4	23.0	29.0	42.0	31.0	31.0	193.0
ENSMODG00000005613	FBXO38	22.0	21.0	17.0	21.0	15.0	59.0
ENSMODG00000005614	CNN2	9.0	6.0	6.0	24.0	6.0	2.0
ENSMODG00000005615	RANBP10	12.0	15.0	13.0	13.0	16.0	24.0
ENSMODG00000005616	ZMYND15		1.0	2.0			46.0
ENSMODG00000005617	ENSMODG00000005617		0.1		0.2		8.0
ENSMODG00000005618	ENSMODG00000005618	55.0	46.0	200.0	214.0	74.0	15.0
ENSMODG00000005619	DAD1	278.0	387.0	363.0	325.0	342.0	440.0
ENSMODG00000005620	ENSMODG00000005620	17.0	15.0	26.0	22.0	12.0	97.0
ENSMODG00000005621	FZD6	6.0	5.0	3.0	17.0	0.8	10.0
ENSMODG00000005623	GNG10	126.0	116.0	29.0	139.0	29.0	34.0
ENSMODG00000005624	POLR3F	6.0	4.0	2.0	3.0	2.0	13.0
ENSMODG00000005626	PAPPA2	1.0	0.5		0.2	0.1	0.1
ENSMODG00000005627	ENSMODG00000005627	16.0	92.0	0.9	14.0	1.0	39.0
ENSMODG00000005628	IFIH1	2.0	0.4	1.0	2.0	7.0	6.0
ENSMODG00000005630	ENSMODG00000005630	2.0	0.4	3.0	2.0	4.0	0.6
ENSMODG00000005631	ENSMODG00000005631	429.0	198.0	0.3			8.0
ENSMODG00000005632	IFT43	8.0	6.0	12.0	18.0	3.0	24.0
ENSMODG00000005633	ENSMODG00000005633					0.1	
ENSMODG00000005635	ENSMODG00000005635	3.0	3.0	2.0	8.0	15.0	4.0
ENSMODG00000005636	MAPK11	28.0	19.0	5.0	3.0	2.0	0.4
ENSMODG00000005637	ENSMODG00000005637					1.0	
ENSMODG00000005638	ENSMODG00000005638	184.0	200.0	25.0	20.0	0.1	8.0
ENSMODG00000005639	AK1	105.0	92.0	133.0	5.0	0.4	128.0
ENSMODG00000005642	RBBP9	30.0	52.0	32.0	59.0	27.0	130.0
ENSMODG00000005643	HTR4	6.0	0.2			0.1	1.0
ENSMODG00000005644	ENSMODG00000005644	113.0	158.0	68.0	133.0	74.0	75.0
ENSMODG00000005645	ERMARD	6.0	5.0	2.0	2.0	1.0	4.0
ENSMODG00000005646	ENSMODG00000005646			0.1	0.1	0.1	0.2
ENSMODG00000005648	ENSMODG00000005648						0.3
ENSMODG00000005649	ENSMODG00000005649	158.0	107.0	54.0	159.0	109.0	179.0
ENSMODG00000005650	ADRB2	6.0	62.0	4.0	2.0	16.0	0.7
ENSMODG00000005651	TCTE3	0.8	1.0	0.6	0.6	0.3	19.0
ENSMODG00000005655	GAK	23.0	16.0	6.0	24.0	12.0	57.0
ENSMODG00000005656	GRIN3B	3.0	2.0	1.0	7.0	5.0	12.0
ENSMODG00000005657	ENSMODG00000005657	42.0	78.0	14.0	16.0	12.0	7.0
ENSMODG00000005658	TGFB3	5.0	7.0	3.0	3.0	0.5	14.0
ENSMODG00000005662	ENSMODG00000005662	0.5	1.0	0.1	1.0	0.2	0.8
ENSMODG00000005663	ENSMODG00000005663	4.0	8.0	0.5	1.0	0.2	18.0
ENSMODG00000005664	NOC3L	6.0	6.0	2.0	3.0	3.0	6.0
ENSMODG00000005665	GCA	17.0	10.0	3.0	10.0	5.0	23.0
ENSMODG00000005666	ENSMODG00000005666						9.0
ENSMODG00000005667	ARID3A	10.0	18.0	4.0	30.0	5.0	33.0
ENSMODG00000005668	GFOD2	26.0	26.0	9.0	16.0	4.0	18.0
ENSMODG00000005669	LARP7	10.0	6.0	5.0	5.0	1.0	23.0
ENSMODG00000005671	MTM1	19.0	11.0	12.0	14.0	7.0	17.0
ENSMODG00000005672	CPLX1	229.0	535.0		0.1		0.7
ENSMODG00000005676	ENSMODG00000005676	173.0	92.0	22.0	29.0	19.0	29.0
ENSMODG00000005677	PCGF3	8.0	6.0	4.0	7.0	2.0	27.0
ENSMODG00000005678	ENKD1	23.0	14.0	25.0	15.0	4.0	18.0
ENSMODG00000005679	SH3TC2	2.0	1.0	3.0	3.0	0.2	10.0
ENSMODG00000005680	ENSMODG00000005680				0.2		
ENSMODG00000005681	PLXNB2	31.0	140.0	28.0	174.0	78.0	84.0
ENSMODG00000005682	ENSMODG00000005682	51.0	46.0	44.0	46.0	26.0	77.0
ENSMODG00000005683	ENSMODG00000005683						0.8
ENSMODG00000005684	TYK2	19.0	43.0	16.0	22.0	17.0	7.0
ENSMODG00000005687	SEC23B	22.0	25.0	6.0	20.0	11.0	91.0
ENSMODG00000005688	FAM102A	39.0	22.0	3.0	143.0	18.0	21.0
ENSMODG00000005689	PHF10	20.0	14.0	18.0	20.0	10.0	47.0
ENSMODG00000005691	ENSMODG00000005691	4.0	3.0	4.0	23.0	12.0	0.4
ENSMODG00000005692	DIP2C	18.0	12.0	10.0	41.0	8.0	29.0
ENSMODG00000005693	ENSMODG00000005693	0.2			0.1	0.3	0.2
ENSMODG00000005695	NAIF1	3.0	4.0	3.0	4.0	2.0	11.0
ENSMODG00000005696	ENSMODG00000005696	25.0	43.0	34.0	25.0	11.0	25.0
ENSMODG00000005697	PARD6A	30.0	64.0	1.0	3.0		32.0
ENSMODG00000005698	R3HDM4	45.0	42.0	47.0	64.0	28.0	17.0
ENSMODG00000005699	KCNH7	5.0	0.9				0.2
ENSMODG00000005700	ENSMODG00000005700						0.3
ENSMODG00000005701	CDC37	152.0	163.0	83.0	97.0	66.0	187.0
ENSMODG00000005702	USP7	68.0	50.0	30.0	37.0	27.0	123.0
ENSMODG00000005703	ENSMODG00000005703	0.1	0.1				3.0
ENSMODG00000005704	ENSMODG00000005704	33.0	29.0	14.0	30.0	11.0	28.0
ENSMODG00000005705	ENSMODG00000005705	2.0	0.7	0.4	0.9	1.0	2.0
ENSMODG00000005706	ABLIM3	8.0	31.0	20.0	18.0	17.0	16.0
ENSMODG00000005707	WDR27	0.5	0.1		0.5	0.1	21.0
ENSMODG00000005708	PELP1	51.0	86.0	34.0	43.0	20.0	35.0
ENSMODG00000005711	ASTN1	55.0	35.0	0.5	2.0		5.0
ENSMODG00000005712	NEUROG2	1.0	10.0				0.7
ENSMODG00000005714	MTMR1	16.0	40.0	18.0	13.0	7.0	12.0
ENSMODG00000005715	ENSMODG00000005715				0.3		
ENSMODG00000005716	ENSMODG00000005716	0.1	0.3	0.1	0.5	0.1	0.2
ENSMODG00000005717	ENSMODG00000005717					0.5	
ENSMODG00000005718	ENSMODG00000005718	3.0	2.0	64.0	4.0	2.0	4.0
ENSMODG00000005719	ENSMODG00000005719	21.0	25.0	10.0	17.0	7.0	7.0
ENSMODG00000005721	ENSMODG00000005721	30.0	9.0	11.0	49.0	8.0	137.0
ENSMODG00000005722	ENSMODG00000005722	6.0	5.0	3.0	52.0	2.0	0.7
ENSMODG00000005725	SLC25A25	30.0	29.0	2.0	118.0	100.0	11.0
ENSMODG00000005727	PDE4A	73.0	138.0	27.0	17.0	0.5	107.0
ENSMODG00000005729	ALPK1	0.2	0.1	0.2	2.0	2.0	2.0
ENSMODG00000005730	ENSMODG00000005730		0.3	0.1		0.2	0.2
ENSMODG00000005731	ENSMODG00000005731				0.7		
ENSMODG00000005732	BRINP2	30.0	8.0	0.5	5.0	0.1	6.0
ENSMODG00000005734	CARMIL2	44.0	36.0	0.1	4.0	0.8	8.0
ENSMODG00000005735	HMGB3	55.0	38.0	39.0	29.0	24.0	56.0
ENSMODG00000005737	ENSMODG00000005737	11.0	10.0	4.0	14.0	10.0	7.0
ENSMODG00000005740	TTLL5	5.0	8.0	1.0	3.0	0.7	65.0
ENSMODG00000005741	DENND6B	123.0	144.0	9.0	63.0	5.0	55.0
ENSMODG00000005742	ENSMODG00000005742	0.1					
ENSMODG00000005743	ENSMODG00000005743	0.1	0.2		0.1		
ENSMODG00000005744	TMEM186	9.0	9.0	4.0	7.0	3.0	4.0
ENSMODG00000005745	KEAP1	64.0	178.0	63.0	88.0	55.0	65.0
ENSMODG00000005746	ENSMODG00000005746	13.0	7.0	0.8	4.0	2.0	4.0
ENSMODG00000005747	ENSMODG00000005747	0.1	0.1	0.1	0.8	0.2	65.0
ENSMODG00000005748	PTGES2	28.0	37.0	45.0	44.0	15.0	7.0
ENSMODG00000005749	FIGN	0.5	0.3	2.0	3.0	6.0	6.0
ENSMODG00000005750	PLCE1	2.0	0.8	1.0	1.0	3.0	20.0
ENSMODG00000005751	FAM241A	3.0	5.0	9.0	14.0	3.0	9.0
ENSMODG00000005754	C9orf16	43.0	103.0	103.0	73.0	35.0	40.0
ENSMODG00000005757	CTCF	63.0	95.0	22.0	40.0	17.0	24.0
ENSMODG00000005760	AFAP1L1	1.0	0.7	6.0	4.0	3.0	0.3
ENSMODG00000005761	S1PR5	5.0	12.0	2.0	2.0	17.0	0.7
ENSMODG00000005762	ERG28	46.0	59.0	5.0	19.0	7.0	9.0
ENSMODG00000005764	ENSMODG00000005764	115.0	80.0	36.0	72.0	26.0	1078.0
ENSMODG00000005765	ENSMODG00000005765	1.0	0.1	0.1		4.0	5.0
ENSMODG00000005766	PPP6R2	79.0	135.0	59.0	70.0	42.0	115.0
ENSMODG00000005770	ENSMODG00000005770	21.0	26.0	45.0	38.0	13.0	43.0
ENSMODG00000005772	FLVCR2	19.0	18.0	2.0	21.0	9.0	6.0
ENSMODG00000005775	GRPEL2	9.0	20.0	12.0	24.0	4.0	4.0
ENSMODG00000005777	ENSMODG00000005777		0.3	0.1	2.0	0.3	1.0
ENSMODG00000005778	ENSMODG00000005778					0.3	
ENSMODG00000005780	THBS2	0.9	1.0	5.0	4.0	2.0	3.0
ENSMODG00000005781	ABAT	109.0	154.0	3.0	251.0	75.0	12.0
ENSMODG00000005782	ENSMODG00000005782	3.0	1.0	2.0	15.0	7.0	10.0
ENSMODG00000005783	VN2R572	0.2	0.1		0.1		0.2
ENSMODG00000005784	LGI1	80.0	73.0	0.2	0.7	0.1	0.2
ENSMODG00000005785	ENSMODG00000005785			0.8		1.0	340.0
ENSMODG00000005786	ENSMODG00000005786						11.0
ENSMODG00000005788	ENSMODG00000005788						2.0
ENSMODG00000005789	ENSMODG00000005789					0.2	1.0
ENSMODG00000005790	ATG4D	43.0	84.0	115.0	63.0	31.0	46.0
ENSMODG00000005791	FRA10AC1	10.0	5.0	3.0	6.0	3.0	7.0
ENSMODG00000005792	METTL22	8.0	6.0	20.0	7.0	3.0	34.0
ENSMODG00000005797	TMEM114	2.0	3.0	0.1	2.0	0.2	0.2
ENSMODG00000005798	ENSMODG00000005798	0.4	0.1		0.1		64.0
ENSMODG00000005799	ENSMODG00000005799	0.9	2.0	1.0	2.0	0.3	2.0
ENSMODG00000005800	ENSMODG00000005800		0.2				69.0
ENSMODG00000005802	PER3	23.0	33.0	10.0	20.0	7.0	20.0
ENSMODG00000005804	ENSMODG00000005804				2.0		
ENSMODG00000005805	SBF1	171.0	249.0	48.0	52.0	37.0	68.0
ENSMODG00000005806	ENSMODG00000005806	6.0	3.0	0.9	3.0	1.0	7.0
ENSMODG00000005807	SMOC2	9.0		3.0	19.0	1.0	0.1
ENSMODG00000005808	ENSMODG00000005808	0.1					0.1
ENSMODG00000005809	PCYOX1L	41.0	47.0	53.0	10.0	2.0	14.0
ENSMODG00000005811	ENSMODG00000005811		0.1		26.0	0.1	0.1
ENSMODG00000005815	ENSMODG00000005815	0.3	0.4	0.1	8.0	40.0	1.0
ENSMODG00000005816	KRI1	50.0	70.0	26.0	51.0	26.0	39.0
ENSMODG00000005817	IL17B	0.7	0.6	0.6		6.0	0.3
ENSMODG00000005818	ENSMODG00000005818	2.0	1.0	5.0	3.0	0.2	3.0
ENSMODG00000005819	CNGA2					6.0	3.0
ENSMODG00000005821	ENSMODG00000005821	0.4	0.5	0.3	0.1		1.0
